id_num,picture_num,dob,doa,race,gender,facial_hair,age,age_diff,glasses,photo
57083,0,07/16/1958,05/22/2006,B,M,,47,,,Album2/057083_00M47.JPG
304740,6,09/01/1972,11/28/2006,W,F,,34,251.0,,Album2/304740_06F34.JPG
165765,0,11/10/1969,05/05/2006,W,F,,36,,,Album2/165765_00F36.JPG
116452,1,09/03/1971,05/20/2005,B,M,,33,669.0,,Album2/116452_1M33.JPG
111457,1,07/02/1971,04/08/2004,B,M,,32,89.0,,Album2/111457_1M32.JPG
297065,2,12/29/1985,03/12/2007,B,M,,21,112.0,,Album2/297065_02M21.JPG
193573,4,11/14/1978,05/02/2006,B,M,,27,28.0,,Album2/193573_04M27.JPG
328074,1,02/28/1990,07/19/2006,B,M,,16,86.0,,Album2/328074_01M16.JPG
138215,8,02/23/1973,07/08/2006,B,M,,33,126.0,,Album2/138215_08M33.JPG
63379,13,06/29/1959,11/05/2005,W,F,,46,39.0,,Album2/063379_13F46.JPG
333673,0,07/07/1958,09/15/2006,B,M,,48,,,Album2/333673_00M48.JPG
300966,1,04/30/1986,01/31/2006,B,M,,19,67.0,,Album2/300966_01M19.JPG
299023,1,01/20/1988,08/03/2005,B,M,,17,18.0,,Album2/299023_01M17.JPG
48604,3,06/27/1958,01/17/2006,B,M,,47,65.0,,Album2/048604_3M47.JPG
199335,1,08/30/1975,12/29/2006,B,M,,31,104.0,,Album2/199335_01M31.JPG
277992,0,01/24/1986,11/16/2005,H,M,,19,,,Album2/277992_00M19.JPG
54814,0,08/26/1961,07/03/2003,B,M,,41,,,Album2/054814_0M41.JPG
97947,1,06/12/1961,08/19/2007,W,F,,46,150.0,,Album2/097947_01F46.JPG
313268,0,04/15/1986,11/06/2005,W,M,,19,,,Album2/313268_00M19.JPG
104275,3,10/20/1944,01/13/2006,W,M,,61,22.0,,Album2/104275_3M61.JPG
170988,1,05/04/1975,01/27/2006,B,M,,30,51.0,,Album2/170988_01M30.JPG
343771,0,05/19/1988,05/01/2007,B,M,,18,,,Album2/343771_00M18.JPG
174580,12,09/29/1975,09/11/2007,B,M,,31,88.0,,Album2/174580_12M31.JPG
115749,13,06/06/1971,04/09/2005,B,M,,33,18.0,,Album2/115749_13M33.JPG
242335,0,12/25/1977,10/12/2005,H,M,,27,,,Album2/242335_00M27.JPG
260252,5,12/17/1982,06/26/2007,B,M,,24,68.0,,Album2/260252_05M24.JPG
182098,1,10/06/1977,07/20/2006,B,M,,28,104.0,,Album2/182098_01M28.JPG
95011,2,04/09/1963,07/14/2005,B,M,,42,23.0,,Album2/095011_2M42.JPG
233501,8,06/28/1977,11/22/2007,B,F,,30,45.0,,Album2/233501_08F30.JPG
80376,3,10/15/1964,05/29/2007,B,M,,42,586.0,,Album2/080376_03M42.JPG
233699,4,02/20/1982,04/25/2007,B,M,,25,283.0,,Album2/233699_04M25.JPG
316786,0,04/21/1987,06/29/2005,A,M,,18,,,Album2/316786_00M18.JPG
289561,0,08/04/1985,02/04/2006,W,F,,20,,,Album2/289561_00F20.JPG
65811,0,09/26/1961,10/20/2005,B,M,,44,,,Album2/065811_0M44.JPG
98356,0,06/12/1969,09/14/2006,B,F,,37,,,Album2/098356_00F37.JPG
221902,0,07/18/1980,10/28/2005,B,M,,25,,,Album2/221902_00M25.JPG
280649,2,04/07/1984,05/14/2007,B,M,,23,474.0,,Album2/280649_02M23.JPG
264304,8,05/09/1984,08/27/2007,B,M,,23,84.0,,Album2/264304_08M23.JPG
327105,0,01/08/1979,03/29/2006,H,M,,27,,,Album2/327105_00M27.JPG
139457,2,06/09/1967,07/02/2007,B,F,,40,226.0,,Album2/139457_02F40.JPG
149113,0,09/11/1974,09/28/2005,B,F,,31,,,Album2/149113_00F31.JPG
330501,1,12/11/1983,11/04/2006,B,M,,22,131.0,,Album2/330501_01M22.JPG
311405,3,07/15/1986,02/05/2007,B,M,,20,36.0,,Album2/311405_03M20.JPG
227438,2,08/15/1971,04/07/2006,B,F,,34,3.0,,Album2/227438_02F34.JPG
331877,3,05/25/1975,11/27/2007,B,F,,32,413.0,,Album2/331877_03F32.JPG
276950,0,11/30/1969,10/29/2005,B,M,,35,,,Album2/276950_00M35.JPG
279792,0,03/27/1986,12/11/2005,W,M,,19,,,Album2/279792_00M19.JPG
163716,0,02/25/1970,10/10/2005,W,F,,35,,,Album2/163716_00F35.JPG
68345,1,06/08/1956,02/19/2006,B,M,,49,120.0,,Album2/068345_1M49.JPG
278368,1,01/25/1989,12/27/2005,B,M,,16,30.0,,Album2/278368_01M16.JPG
310547,0,01/16/1987,10/05/2005,B,M,,18,,,Album2/310547_00M18.JPG
135939,6,09/09/1963,04/08/2005,B,M,,41,76.0,,Album2/135939_6M41.JPG
128725,0,10/23/1972,03/26/2004,B,M,,31,,,Album2/128725_0M31.JPG
286399,1,02/09/1986,04/20/2007,B,M,,21,339.0,,Album2/286399_01M21.JPG
122155,2,12/10/1964,12/16/2006,B,M,,42,509.0,,Album2/122155_02M42.JPG
53444,4,04/19/1948,12/22/2005,B,M,,57,23.0,,Album2/053444_4M57.JPG
134712,4,12/27/1968,12/06/2007,B,M,,38,2.0,,Album2/134712_04M38.JPG
125455,6,02/17/1969,11/27/2006,B,M,,37,102.0,,Album2/125455_06M37.JPG
183140,7,07/19/1974,08/24/2007,B,M,,33,36.0,,Album2/183140_07M33.JPG
57125,5,08/31/1957,06/25/2004,B,M,,46,132.0,,Album2/057125_5M46.JPG
208360,2,08/04/1979,01/17/2007,B,M,,27,272.0,,Album2/208360_02M27.JPG
285407,4,06/10/1986,09/22/2006,B,M,,20,119.0,,Album2/285407_04M20.JPG
265885,3,05/03/1986,09/19/2007,B,M,,21,21.0,,Album2/265885_03M21.JPG
103864,2,08/28/1966,10/28/2005,B,M,,39,562.0,,Album2/103864_2M39.JPG
130144,3,02/06/1973,01/28/2005,W,M,,31,67.0,,Album2/130144_3M31.JPG
98643,0,07/01/1970,09/04/2003,W,M,,33,,,Album2/098643_0M33.JPG
109726,3,01/29/1970,05/22/2004,W,M,,34,229.0,,Album2/109726_3M34.JPG
111802,0,06/13/1970,06/21/2003,W,M,,33,,,Album2/111802_0M33.JPG
276835,0,08/12/1985,01/18/2006,W,M,,20,,,Album2/276835_00M20.JPG
125859,3,02/12/1972,10/10/2005,B,M,,33,77.0,,Album2/125859_3M33.JPG
296179,3,11/26/1985,02/24/2007,B,M,,21,62.0,,Album2/296179_03M21.JPG
324131,2,10/31/1989,04/19/2006,B,M,,16,65.0,,Album2/324131_02M16.JPG
159842,1,08/24/1974,11/11/2005,W,F,,31,43.0,,Album2/159842_01F31.JPG
316417,1,08/26/1985,05/14/2006,H,M,,20,329.0,,Album2/316417_01M20.JPG
101119,2,01/24/1968,02/11/2006,B,M,,38,440.0,,Album2/101119_2M38.JPG
126977,5,12/23/1972,08/07/2007,B,M,,34,815.0,,Album2/126977_05M34.JPG
303849,0,04/13/1989,06/22/2005,H,M,,16,,,Album2/303849_00M16.JPG
328245,0,11/12/1979,04/28/2006,B,M,,26,,,Album2/328245_00M26.JPG
123761,4,07/20/1971,07/19/2007,B,M,,35,81.0,,Album2/123761_04M35.JPG
151232,3,06/11/1964,06/20/2007,B,F,,43,151.0,,Album2/151232_03F43.JPG
265588,0,11/06/1984,09/02/2005,B,M,,20,,,Album2/265588_00M20.JPG
314449,0,07/15/1987,04/16/2006,B,M,,18,,,Album2/314449_00M18.JPG
338824,2,07/08/1960,07/30/2007,B,M,,47,88.0,,Album2/338824_02M47.JPG
118151,6,02/25/1972,03/02/2005,B,M,,33,8.0,,Album2/118151_6M33.JPG
333854,4,08/27/1953,12/17/2006,B,M,,53,17.0,,Album2/333854_04M53.JPG
327199,2,05/13/1984,09/01/2007,B,M,,23,498.0,,Album2/327199_02M23.JPG
290039,2,10/21/1977,01/31/2007,H,M,,29,144.0,,Album2/290039_02M29.JPG
197248,1,06/19/1981,11/18/2005,B,M,,24,59.0,,Album2/197248_01M24.JPG
95907,3,04/22/1965,09/25/2003,W,M,,38,95.0,,Album2/095907_3M38.JPG
322995,0,06/28/1986,12/11/2005,H,M,,19,,,Album2/322995_00M19.JPG
197331,1,08/25/1974,10/12/2007,B,M,,33,188.0,,Album2/197331_01M33.JPG
90178,1,12/25/1953,06/22/2004,B,M,,50,169.0,,Album2/090178_1M50.JPG
320698,1,12/06/1978,09/03/2006,W,M,,27,326.0,,Album2/320698_01M27.JPG
186797,3,12/27/1977,03/01/2007,B,M,,29,291.0,,Album2/186797_03M29.JPG
55656,2,04/23/1959,04/01/2005,B,F,,45,50.0,,Album2/055656_2F45.JPG
309349,4,06/29/1988,07/19/2007,W,M,,19,71.0,,Album2/309349_04M19.JPG
326658,2,11/19/1986,10/05/2007,B,M,,20,189.0,,Album2/326658_02M20.JPG
323615,3,06/19/1987,08/23/2006,W,M,,19,2.0,,Album2/323615_03M19.JPG
271749,3,01/23/1978,11/15/2007,B,F,,29,166.0,,Album2/271749_03F29.JPG
131174,7,07/11/1964,02/19/2007,B,M,,42,206.0,,Album2/131174_07M42.JPG
56111,27,01/01/1962,05/15/2005,W,M,,43,17.0,,Album2/056111_27M43.JPG
181904,1,09/04/1980,12/09/2005,B,F,,25,86.0,,Album2/181904_01F25.JPG
327013,1,05/25/1967,05/29/2007,B,M,,40,428.0,,Album2/327013_01M40.JPG
178992,2,05/04/1977,04/01/2006,B,M,,28,122.0,,Album2/178992_02M28.JPG
109628,0,01/09/1971,06/15/2003,B,M,,32,,,Album2/109628_0M32.JPG
138607,0,09/15/1966,08/13/2004,B,M,,37,,,Album2/138607_0M37.JPG
29417,2,02/11/1947,07/05/2004,B,M,,57,50.0,,Album2/029417_2M57.JPG
326804,0,06/19/1979,03/21/2006,B,M,,26,,,Album2/326804_00M26.JPG
73077,1,08/26/1966,02/09/2006,B,M,,39,682.0,,Album2/073077_1M39.JPG
36804,0,10/14/1951,09/21/2003,B,M,,51,,,Album2/036804_0M51.JPG
231905,2,08/15/1980,04/21/2006,B,M,,25,34.0,,Album2/231905_02M25.JPG
242732,2,05/21/1982,12/15/2006,W,M,,24,369.0,,Album2/242732_02M24.JPG
260710,9,06/12/1955,04/20/2006,W,M,,50,14.0,,Album2/260710_09M50.JPG
40611,0,04/02/1954,03/19/2003,B,M,,48,,,Album2/040611_0M48.JPG
227829,2,12/04/1974,06/13/2007,B,M,,32,394.0,,Album2/227829_02M32.JPG
56942,8,07/29/1959,01/15/2006,B,M,,46,78.0,,Album2/056942_8M46.JPG
319757,2,01/15/1982,05/24/2007,B,M,,25,488.0,,Album2/319757_02M25.JPG
188511,1,07/08/1976,06/30/2007,B,M,,30,17.0,,Album2/188511_01M30.JPG
325296,0,09/04/1986,02/10/2006,B,M,,19,,,Album2/325296_00M19.JPG
321303,1,10/19/1989,11/10/2005,B,M,,16,14.0,,Album2/321303_01M16.JPG
106988,2,12/23/1957,05/10/2004,B,M,,46,60.0,,Album2/106988_2M46.JPG
76368,2,04/13/1965,07/24/2003,B,M,,38,19.0,,Album2/076368_2M38.JPG
262059,0,03/31/1983,11/13/2005,B,M,,22,,,Album2/262059_00M22.JPG
327515,6,02/14/1961,03/05/2007,B,M,,46,37.0,,Album2/327515_06M46.JPG
341193,1,02/14/1953,04/20/2007,W,M,,54,50.0,,Album2/341193_01M54.JPG
279249,1,03/07/1985,05/22/2007,B,M,,22,690.0,,Album2/279249_01M22.JPG
119035,3,10/04/1967,05/20/2004,B,M,,36,57.0,,Album2/119035_3M36.JPG
196794,6,10/21/1974,09/20/2007,B,M,,32,68.0,,Album2/196794_06M32.JPG
322916,5,01/30/1988,12/31/2007,B,M,,19,25.0,,Album2/322916_05M19.JPG
276186,3,02/19/1986,07/14/2006,B,M,,20,22.0,,Album2/276186_03M20.JPG
318845,0,03/15/1972,08/23/2005,B,F,,33,,,Album2/318845_00F33.JPG
200027,0,11/18/1975,12/30/2005,B,M,,30,,,Album2/200027_00M30.JPG
273426,2,11/01/1964,08/02/2006,B,M,,41,15.0,,Album2/273426_02M41.JPG
67614,0,02/02/1966,02/10/2005,B,M,,39,,,Album2/067614_0M39.JPG
49997,4,03/15/1959,09/01/2007,B,M,,48,469.0,,Album2/049997_04M48.JPG
191920,3,11/19/1957,10/30/2007,B,M,,49,353.0,,Album2/191920_03M49.JPG
121339,5,09/19/1965,07/26/2005,B,F,,39,202.0,,Album2/121339_5F39.JPG
298653,0,10/15/1987,02/21/2006,B,M,,18,,,Album2/298653_00M18.JPG
66693,0,03/06/1963,01/13/2006,B,M,,42,,,Album2/066693_00M42.JPG
331283,0,03/04/1981,07/15/2006,B,M,,25,,,Album2/331283_00M25.JPG
232314,0,07/01/1963,09/12/2005,W,F,,42,,,Album2/232314_00F42.JPG
40481,3,01/08/1950,10/27/2005,W,M,,55,652.0,,Album2/040481_3M55.JPG
281970,1,11/18/1987,12/28/2006,B,M,,19,443.0,,Album2/281970_01M19.JPG
328056,2,06/18/1971,05/29/2007,B,M,,35,86.0,,Album2/328056_02M35.JPG
324619,0,09/14/1965,01/24/2006,H,M,,40,,,Album2/324619_00M40.JPG
143795,5,12/15/1966,05/14/2006,B,M,,39,62.0,,Album2/143795_05M39.JPG
334062,3,07/30/1989,11/20/2007,W,M,,18,78.0,,Album2/334062_03M18.JPG
129154,1,10/10/1969,07/26/2007,B,F,,37,426.0,,Album2/129154_01F37.JPG
337833,2,03/26/1990,03/30/2007,B,M,,17,46.0,,Album2/337833_02M17.JPG
328227,1,03/14/1989,07/19/2006,B,M,,17,82.0,,Album2/328227_01M17.JPG
323454,4,01/03/1988,07/16/2007,B,M,,19,167.0,,Album2/323454_04M19.JPG
292899,0,10/19/1958,06/27/2006,B,M,,47,,,Album2/292899_00M47.JPG
342096,3,11/19/1990,05/09/2007,B,M,,16,1.0,,Album2/342096_03M16.JPG
313549,3,09/22/1977,08/14/2006,B,M,,28,94.0,,Album2/313549_03M28.JPG
309495,3,11/08/1986,09/18/2007,W,M,,20,126.0,,Album2/309495_03M20.JPG
332098,0,09/14/1986,08/05/2006,B,M,,19,,,Album2/332098_00M19.JPG
53423,1,02/28/1954,09/12/2003,B,M,,49,29.0,,Album2/053423_1M49.JPG
309692,0,08/02/1987,08/17/2005,B,M,,18,,,Album2/309692_00M18.JPG
332246,1,07/19/1989,10/25/2006,B,F,,17,77.0,,Album2/332246_01F17.JPG
288654,1,06/10/1983,01/19/2007,B,M,,23,534.0,,Album2/288654_01M23.JPG
250972,0,02/01/1982,07/31/2005,B,M,,23,,,Album2/250972_00M23.JPG
247264,1,07/13/1981,09/20/2007,B,M,,26,590.0,,Album2/247264_01M26.JPG
249642,1,08/25/1981,06/13/2006,B,F,,24,18.0,,Album2/249642_01F24.JPG
74367,1,08/04/1965,11/13/2007,W,F,,42,815.0,,Album2/074367_01F42.JPG
103343,2,09/15/1970,11/04/2003,B,M,,33,168.0,,Album2/103343_2M33.JPG
98893,0,04/01/1945,11/24/2005,B,M,,60,,,Album2/098893_00M60.JPG
160176,3,09/19/1975,12/20/2007,B,M,,32,192.0,,Album2/160176_03M32.JPG
134096,0,01/25/1970,11/08/2003,B,M,,33,,,Album2/134096_0M33.JPG
88631,3,07/06/1957,06/01/2004,B,M,,46,23.0,,Album2/088631_3M46.JPG
285256,2,02/26/1986,12/19/2007,B,M,,21,86.0,,Album2/285256_02M21.JPG
203023,2,12/26/1978,09/10/2005,B,M,,26,25.0,,Album2/203023_02M26.JPG
336341,0,07/15/1987,11/21/2006,B,M,,19,,,Album2/336341_00M19.JPG
109240,3,04/04/1971,07/07/2007,B,M,,36,159.0,,Album2/109240_03M36.JPG
321038,4,02/27/1982,05/12/2007,B,M,,25,218.0,,Album2/321038_04M25.JPG
211754,2,09/24/1978,09/26/2006,B,M,,28,141.0,,Album2/211754_02M28.JPG
304402,3,04/20/1982,04/10/2007,H,M,,24,516.0,,Album2/304402_03M24.JPG
305026,2,05/14/1983,06/19/2007,W,F,,24,104.0,,Album2/305026_02F24.JPG
58381,0,08/06/1951,07/04/2003,B,M,,51,,,Album2/058381_0M51.JPG
132859,6,09/21/1966,01/04/2005,B,M,,38,150.0,,Album2/132859_6M38.JPG
235384,1,09/02/1982,12/17/2006,B,M,,24,255.0,,Album2/235384_01M24.JPG
101354,0,10/21/1962,05/15/2004,B,M,,41,,,Album2/101354_0M41.JPG
112971,5,05/19/1970,07/03/2007,B,M,,37,25.0,,Album2/112971_05M37.JPG
220275,2,07/03/1980,10/24/2007,W,M,,27,164.0,,Album2/220275_02M27.JPG
139168,0,02/05/1968,07/17/2005,B,M,,37,,,Album2/139168_00M37.JPG
51369,0,12/24/1954,12/24/2003,B,M,,49,,,Album2/051369_0M49.JPG
341176,1,06/22/1987,04/20/2007,B,M,,19,51.0,,Album2/341176_01M19.JPG
105572,5,10/04/1968,07/18/2007,B,M,,38,41.0,,Album2/105572_05M38.JPG
95803,3,03/08/1970,08/06/2004,B,M,,34,41.0,,Album2/095803_3M34.JPG
310153,1,01/02/1987,01/27/2006,B,M,,19,209.0,,Album2/310153_01M19.JPG
144117,4,12/20/1972,12/08/2006,B,M,,33,19.0,,Album2/144117_04M33.JPG
102295,2,12/20/1970,03/13/2004,B,M,,33,113.0,,Album2/102295_2M33.JPG
108686,7,09/29/1959,03/19/2006,B,M,,46,45.0,,Album2/108686_07M46.JPG
133594,4,07/04/1964,07/30/2004,W,M,,40,159.0,,Album2/133594_4M40.JPG
160092,0,11/13/1971,09/21/2005,B,M,,33,,,Album2/160092_00M33.JPG
101627,4,01/31/1967,02/26/2007,W,F,,40,67.0,,Album2/101627_04F40.JPG
228130,1,10/07/1980,10/03/2007,B,M,,26,557.0,,Album2/228130_01M26.JPG
308541,7,09/07/1969,09/20/2006,B,M,,37,141.0,,Album2/308541_07M37.JPG
286107,3,02/10/1964,08/31/2006,B,M,,42,261.0,,Album2/286107_03M42.JPG
164724,0,04/22/1975,11/08/2005,B,M,,30,,,Album2/164724_00M30.JPG
120143,2,01/17/1971,11/11/2006,B,M,,35,40.0,,Album2/120143_02M35.JPG
39071,2,07/31/1953,12/20/2003,B,M,,50,93.0,,Album2/039071_2M50.JPG
59562,4,05/04/1961,09/06/2005,B,M,,44,126.0,,Album2/059562_4M44.JPG
255672,0,06/23/1983,11/14/2006,B,M,,23,,,Album2/255672_00M23.JPG
317991,1,02/06/1989,12/20/2007,B,M,,18,871.0,,Album2/317991_01M18.JPG
286507,2,02/07/1987,02/01/2006,B,M,,18,62.0,,Album2/286507_02M18.JPG
85585,2,03/07/1956,01/07/2006,B,M,,49,43.0,,Album2/085585_2M49.JPG
47274,5,09/30/1957,10/22/2007,B,M,,50,28.0,,Album2/047274_05M50.JPG
329370,0,03/08/1986,05/27/2006,B,F,,20,,,Album2/329370_00F20.JPG
324218,0,01/12/1985,01/13/2006,W,M,,21,,,Album2/324218_00M21.JPG
328895,1,09/16/1974,05/22/2006,W,M,,31,7.0,,Album2/328895_01M31.JPG
228187,5,02/21/1980,05/07/2007,W,F,,27,151.0,,Album2/228187_05F27.JPG
324670,3,11/01/1989,12/04/2007,B,F,,18,277.0,,Album2/324670_03F18.JPG
154829,4,02/07/1970,04/13/2007,B,M,,37,242.0,,Album2/154829_04M37.JPG
324783,2,08/20/1976,06/29/2007,B,M,,30,181.0,,Album2/324783_02M30.JPG
132596,0,08/03/1968,02/22/2006,B,F,,37,,,Album2/132596_00F37.JPG
154854,0,05/10/1969,09/03/2005,B,M,,36,,,Album2/154854_00M36.JPG
325615,0,01/22/1990,02/19/2006,B,M,,16,,,Album2/325615_00M16.JPG
72575,1,04/26/1967,11/18/2004,W,M,,37,436.0,,Album2/072575_1M37.JPG
105685,6,09/01/1970,12/10/2006,B,M,,36,98.0,,Album2/105685_06M36.JPG
309987,5,06/19/1988,03/30/2007,B,M,,18,8.0,,Album2/309987_05M18.JPG
135530,0,12/27/1950,04/19/2003,B,M,,52,,,Album2/135530_0M52.JPG
313549,2,09/22/1977,05/12/2006,B,M,,28,226.0,,Album2/313549_02M28.JPG
136935,2,11/05/1973,10/26/2003,B,M,,29,37.0,,Album2/136935_2M29.JPG
51433,2,07/18/1958,08/29/2003,B,M,,45,27.0,,Album2/051433_2M45.JPG
316062,0,11/25/1985,07/19/2005,B,M,,19,,,Album2/316062_00M19.JPG
313469,1,03/30/1984,03/19/2007,H,M,,22,258.0,,Album2/313469_01M22.JPG
83021,1,07/28/1957,06/21/2004,W,F,,46,26.0,,Album2/083021_1F46.JPG
257979,2,12/29/1983,06/15/2006,B,M,,22,26.0,,Album2/257979_02M22.JPG
202635,3,09/12/1979,01/11/2006,B,M,,26,15.0,,Album2/202635_03M26.JPG
213370,0,06/24/1979,09/19/2005,B,M,,26,,,Album2/213370_00M26.JPG
182705,7,04/15/1953,07/14/2007,B,M,,54,35.0,,Album2/182705_07M54.JPG
172569,3,09/27/1976,11/19/2005,B,M,,29,33.0,,Album2/172569_03M29.JPG
104893,11,05/10/1970,08/30/2006,B,M,,36,39.0,,Album2/104893_11M36.JPG
301523,2,01/05/1986,04/30/2007,W,M,,21,80.0,,Album2/301523_02M21.JPG
249962,1,12/22/1983,06/21/2006,B,M,,22,11.0,,Album2/249962_01M22.JPG
254860,4,12/05/1980,12/01/2006,B,F,,25,66.0,,Album2/254860_04F25.JPG
87779,3,03/31/1969,02/10/2004,B,M,,34,25.0,,Album2/087779_3M34.JPG
300787,0,07/29/1979,06/06/2006,B,M,,26,,,Album2/300787_00M26.JPG
280423,1,05/07/1974,09/30/2005,B,M,,31,87.0,,Album2/280423_01M31.JPG
241385,0,01/06/1983,03/06/2006,B,M,,23,,,Album2/241385_00M23.JPG
232455,1,09/01/1981,09/30/2005,B,M,,24,37.0,,Album2/232455_01M24.JPG
281419,1,09/08/1965,11/10/2005,B,M,,40,95.0,,Album2/281419_01M40.JPG
318386,4,07/12/1985,06/15/2006,B,M,,20,238.0,,Album2/318386_04M20.JPG
285763,0,03/11/1983,01/10/2006,B,F,,22,,,Album2/285763_00F22.JPG
251349,6,12/30/1975,10/22/2007,W,M,,31,206.0,,Album2/251349_06M31.JPG
62365,1,07/09/1955,03/08/2005,B,M,,49,2.0,,Album2/062365_1M49.JPG
314367,0,11/06/1983,01/13/2006,B,M,,22,,,Album2/314367_00M22.JPG
207692,1,11/27/1979,10/30/2006,B,M,,26,263.0,,Album2/207692_01M26.JPG
239460,3,10/03/1979,01/12/2006,B,M,,26,40.0,,Album2/239460_03M26.JPG
115146,2,08/03/1957,05/05/2007,B,M,,49,8.0,,Album2/115146_02M49.JPG
324663,3,08/12/1959,04/23/2007,B,M,,47,290.0,,Album2/324663_03M47.JPG
331448,1,04/19/1974,09/28/2006,B,M,,32,70.0,,Album2/331448_01M32.JPG
345402,0,01/25/1989,06/10/2007,W,F,,18,,,Album2/345402_00F18.JPG
303206,3,05/04/1981,03/29/2007,B,M,,25,170.0,,Album2/303206_03M25.JPG
60473,4,09/29/1962,07/24/2007,B,M,,44,612.0,,Album2/060473_04M44.JPG
257486,1,12/05/1981,01/08/2006,B,M,,24,118.0,,Album2/257486_01M24.JPG
272294,6,05/30/1983,11/12/2007,B,M,,24,83.0,,Album2/272294_06M24.JPG
152959,1,10/02/1957,12/28/2005,W,M,,48,76.0,,Album2/152959_01M48.JPG
327088,2,12/24/1985,05/26/2006,W,M,,20,29.0,,Album2/327088_02M20.JPG
129141,6,04/06/1969,04/12/2007,B,M,,38,228.0,,Album2/129141_06M38.JPG
209403,1,02/14/1975,09/30/2005,B,F,,30,32.0,,Album2/209403_01F30.JPG
317554,6,01/28/1982,05/06/2007,B,F,,25,58.0,,Album2/317554_06F25.JPG
317169,2,04/13/1966,06/25/2006,B,M,,40,85.0,,Album2/317169_02M40.JPG
73894,0,09/10/1968,08/10/2006,B,M,,37,,,Album2/073894_00M37.JPG
56677,3,08/31/1962,09/13/2004,B,M,,42,357.0,,Album2/056677_3M42.JPG
73244,1,05/18/1959,05/21/2005,B,M,,46,462.0,,Album2/073244_1M46.JPG
60818,1,10/05/1962,06/12/2004,B,M,,41,143.0,,Album2/060818_1M41.JPG
337914,0,01/14/1990,01/02/2007,B,M,,16,,,Album2/337914_00M16.JPG
294840,5,12/11/1986,09/12/2006,H,M,,19,29.0,,Album2/294840_05M19.JPG
145906,2,05/07/1966,09/16/2006,B,M,,40,340.0,,Album2/145906_02M40.JPG
61167,0,10/06/1954,03/11/2003,B,M,,48,,,Album2/061167_0M48.JPG
287234,5,02/25/1986,12/27/2006,B,M,,20,127.0,,Album2/287234_05M20.JPG
324118,0,01/06/1970,01/10/2006,B,M,,36,,,Album2/324118_00M36.JPG
140178,2,06/24/1972,06/26/2006,B,M,,34,303.0,,Album2/140178_02M34.JPG
138764,0,09/10/1973,12/26/2004,B,M,,31,,,Album2/138764_0M31.JPG
52325,1,04/17/1960,03/04/2004,B,M,,43,235.0,,Album2/052325_1M43.JPG
127650,1,11/28/1963,08/26/2004,W,M,,40,122.0,,Album2/127650_1M40.JPG
219363,0,02/16/1981,10/31/2007,B,M,,26,,,Album2/219363_00M26.JPG
66744,1,08/27/1965,07/15/2004,B,M,,38,205.0,,Album2/066744_1M38.JPG
